#--------------------------#
# x [m]  X_O  X_O2  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.250342719337E-11  0.225796468572E-07  0.999999977420E+00  0.712498102895E+03  0.145344813717E+05  0.540151758847E-02  0.203993266463E+05  0.101655998358E+24  0.182731307142E+08  0.327895425911E+00
  0.253846146530E-11  0.228956381333E-07  0.999999977104E+00  0.712498102902E+03  0.145344813695E+05  0.540151758842E-02  0.203993266463E+05  0.101655998373E+24  0.182731307142E+08  0.327895425908E+00
  0.257384607996E-11  0.232147893222E-07  0.999999976785E+00  0.712498102909E+03  0.145344813673E+05  0.540151758837E-02  0.203993266462E+05  0.101655998389E+24  0.182731307142E+08  0.327895425904E+00
  0.260958454076E-11  0.235371320233E-07  0.999999976463E+00  0.712498102916E+03  0.145344813651E+05  0.540151758832E-02  0.203993266462E+05  0.101655998404E+24  0.182731307142E+08  0.327895425901E+00
  0.264568038616E-11  0.238626981515E-07  0.999999976137E+00  0.712498102923E+03  0.145344813629E+05  0.540151758826E-02  0.203993266462E+05  0.101655998419E+24  0.182731307142E+08  0.327895425897E+00
  0.268213719002E-11  0.241915199412E-07  0.999999975808E+00  0.712498102930E+03  0.145344813606E+05  0.540151758821E-02  0.203993266462E+05  0.101655998435E+24  0.182731307142E+08  0.327895425894E+00
  0.271895856193E-11  0.245236299490E-07  0.999999975476E+00  0.712498102937E+03  0.145344813583E+05  0.540151758815E-02  0.203993266461E+05  0.101655998451E+24  0.182731307142E+08  0.327895425890E+00
  0.275614814754E-11  0.248590610571E-07  0.999999975141E+00  0.712498102945E+03  0.145344813560E+05  0.540151758810E-02  0.203993266461E+05  0.101655998467E+24  0.182731307142E+08  0.327895425886E+00
  0.279370962902E-11  0.251978464764E-07  0.999999974802E+00  0.712498102952E+03  0.145344813537E+05  0.540151758804E-02  0.203993266461E+05  0.101655998483E+24  0.182731307142E+08  0.327895425883E+00
  0.283164672531E-11  0.255400197501E-07  0.999999974460E+00  0.712498102960E+03  0.145344813514E+05  0.540151758798E-02  0.203993266460E+05  0.101655998499E+24  0.182731307142E+08  0.327895425879E+00
  0.286996319256E-11  0.258856147568E-07  0.999999974114E+00  0.712498102967E+03  0.145344813490E+05  0.540151758793E-02  0.203993266460E+05  0.101655998516E+24  0.182731307142E+08  0.327895425875E+00
  0.290866282449E-11  0.262346657137E-07  0.999999973765E+00  0.712498102975E+03  0.145344813466E+05  0.540151758787E-02  0.203993266460E+05  0.101655998533E+24  0.182731307142E+08  0.327895425871E+00
  0.294774945273E-11  0.265872071804E-07  0.999999973413E+00  0.712498102983E+03  0.145344813441E+05  0.540151758781E-02  0.203993266459E+05  0.101655998549E+24  0.182731307142E+08  0.327895425867E+00
  0.298722694726E-11  0.269432740620E-07  0.999999973057E+00  0.712498102990E+03  0.145344813417E+05  0.540151758775E-02  0.203993266459E+05  0.101655998566E+24  0.182731307142E+08  0.327895425863E+00
  0.302709921673E-11  0.273029016127E-07  0.999999972697E+00  0.712498102998E+03  0.145344813392E+05  0.540151758769E-02  0.203993266459E+05  0.101655998584E+24  0.182731307142E+08  0.327895425859E+00
  0.306737020890E-11  0.276661254390E-07  0.999999972334E+00  0.712498103006E+03  0.145344813367E+05  0.540151758763E-02  0.203993266459E+05  0.101655998601E+24  0.182731307142E+08  0.327895425855E+00
  0.310804391099E-11  0.280329815039E-07  0.999999971967E+00  0.712498103014E+03  0.145344813342E+05  0.540151758757E-02  0.203993266458E+05  0.101655998618E+24  0.182731307142E+08  0.327895425851E+00
  0.314912435010E-11  0.284035061296E-07  0.999999971596E+00  0.712498103022E+03  0.145344813316E+05  0.540151758751E-02  0.203993266458E+05  0.101655998636E+24  0.182731307142E+08  0.327895425847E+00
  0.319061559360E-11  0.287777360019E-07  0.999999971222E+00  0.712498103031E+03  0.145344813291E+05  0.540151758745E-02  0.203993266458E+05  0.101655998654E+24  0.182731307142E+08  0.327895425843E+00
  0.323252174954E-11  0.291557081731E-07  0.999999970844E+00  0.712498103039E+03  0.145344813265E+05  0.540151758738E-02  0.203993266457E+05  0.101655998672E+24  0.182731307142E+08  0.327895425839E+00
  0.327484696703E-11  0.295374600663E-07  0.999999970463E+00  0.712498103047E+03  0.145344813238E+05  0.540151758732E-02  0.203993266457E+05  0.101655998690E+24  0.182731307142E+08  0.327895425835E+00
  0.331759543670E-11  0.299230294786E-07  0.999999970077E+00  0.712498103056E+03  0.145344813212E+05  0.540151758726E-02  0.203993266457E+05  0.101655998709E+24  0.182731307142E+08  0.327895425831E+00
  0.336077139107E-11  0.303124545853E-07  0.999999969688E+00  0.712498103064E+03  0.145344813185E+05  0.540151758719E-02  0.203993266456E+05  0.101655998727E+24  0.182731307142E+08  0.327895425826E+00
  0.340437910498E-11  0.307057739434E-07  0.999999969294E+00  0.712498103073E+03  0.145344813158E+05  0.540151758713E-02  0.203993266456E+05  0.101655998746E+24  0.182731307142E+08  0.327895425822E+00
  0.344842289603E-11  0.311030264953E-07  0.999999968897E+00  0.712498103081E+03  0.145344813131E+05  0.540151758706E-02  0.203993266456E+05  0.101655998765E+24  0.182731307142E+08  0.327895425818E+00
  0.349290712499E-11  0.315042515730E-07  0.999999968496E+00  0.712498103090E+03  0.145344813103E+05  0.540151758699E-02  0.203993266455E+05  0.101655998784E+24  0.182731307142E+08  0.327895425813E+00
  0.353783619624E-11  0.319094889018E-07  0.999999968091E+00  0.712498103099E+03  0.145344813075E+05  0.540151758693E-02  0.203993266455E+05  0.101655998803E+24  0.182731307142E+08  0.327895425809E+00
  0.358321455820E-11  0.323187786041E-07  0.999999967681E+00  0.712498103108E+03  0.145344813047E+05  0.540151758686E-02  0.203993266455E+05  0.101655998823E+24  0.182731307142E+08  0.327895425804E+00
  0.362904670378E-11  0.327321612038E-07  0.999999967268E+00  0.712498103117E+03  0.145344813019E+05  0.540151758679E-02  0.203993266454E+05  0.101655998843E+24  0.182731307142E+08  0.327895425800E+00
  0.367533717082E-11  0.331496776297E-07  0.999999966850E+00  0.712498103126E+03  0.145344812990E+05  0.540151758672E-02  0.203993266454E+05  0.101655998862E+24  0.182731307142E+08  0.327895425795E+00
  0.372209054253E-11  0.335713692202E-07  0.999999966429E+00  0.712498103135E+03  0.145344812961E+05  0.540151758665E-02  0.203993266454E+05  0.101655998883E+24  0.182731307142E+08  0.327895425791E+00
  0.376931144796E-11  0.339972777269E-07  0.999999966003E+00  0.712498103145E+03  0.145344812932E+05  0.540151758658E-02  0.203993266453E+05  0.101655998903E+24  0.182731307142E+08  0.327895425786E+00
  0.381700456244E-11  0.344274453190E-07  0.999999965573E+00  0.712498103154E+03  0.145344812902E+05  0.540151758651E-02  0.203993266453E+05  0.101655998923E+24  0.182731307142E+08  0.327895425781E+00
  0.386517460806E-11  0.348619145874E-07  0.999999965138E+00  0.712498103164E+03  0.145344812872E+05  0.540151758644E-02  0.203993266453E+05  0.101655998944E+24  0.182731307142E+08  0.327895425777E+00
  0.391382635414E-11  0.353007285487E-07  0.999999964699E+00  0.712498103173E+03  0.145344812842E+05  0.540151758636E-02  0.203993266452E+05  0.101655998965E+24  0.182731307142E+08  0.327895425772E+00
  0.396296461768E-11  0.357439306500E-07  0.999999964256E+00  0.712498103183E+03  0.145344812811E+05  0.540151758629E-02  0.203993266452E+05  0.101655998986E+24  0.182731307142E+08  0.327895425767E+00
  0.401259426386E-11  0.361915647727E-07  0.999999963808E+00  0.712498103193E+03  0.145344812781E+05  0.540151758622E-02  0.203993266451E+05  0.101655999008E+24  0.182731307142E+08  0.327895425762E+00
  0.406272020650E-11  0.366436752369E-07  0.999999963356E+00  0.712498103203E+03  0.145344812749E+05  0.540151758614E-02  0.203993266451E+05  0.101655999029E+24  0.182731307142E+08  0.327895425757E+00
  0.411334740856E-11  0.371003068061E-07  0.999999962900E+00  0.712498103213E+03  0.145344812718E+05  0.540151758606E-02  0.203993266451E+05  0.101655999051E+24  0.182731307142E+08  0.327895425752E+00
  0.416448088265E-11  0.375615046914E-07  0.999999962438E+00  0.712498103223E+03  0.145344812686E+05  0.540151758599E-02  0.203993266450E+05  0.101655999073E+24  0.182731307142E+08  0.327895425747E+00
  0.421612569147E-11  0.380273145559E-07  0.999999961973E+00  0.712498103233E+03  0.145344812654E+05  0.540151758591E-02  0.203993266450E+05  0.101655999095E+24  0.182731307142E+08  0.327895425742E+00
  0.426828694839E-11  0.384977825194E-07  0.999999961502E+00  0.712498103243E+03  0.145344812622E+05  0.540151758583E-02  0.203993266449E+05  0.101655999118E+24  0.182731307142E+08  0.327895425737E+00
  0.432096981787E-11  0.389729551630E-07  0.999999961027E+00  0.712498103254E+03  0.145344812589E+05  0.540151758575E-02  0.203993266449E+05  0.101655999140E+24  0.182731307142E+08  0.327895425731E+00
  0.437417951605E-11  0.394528795333E-07  0.999999960547E+00  0.712498103264E+03  0.145344812556E+05  0.540151758567E-02  0.203993266449E+05  0.101655999163E+24  0.182731307142E+08  0.327895425726E+00
  0.442792131121E-11  0.399376031478E-07  0.999999960062E+00  0.712498103275E+03  0.145344812523E+05  0.540151758559E-02  0.203993266448E+05  0.101655999186E+24  0.182731307142E+08  0.327895425721E+00
  0.448220052432E-11  0.404271739988E-07  0.999999959573E+00  0.712498103285E+03  0.145344812489E+05  0.540151758551E-02  0.203993266448E+05  0.101655999210E+24  0.182731307142E+08  0.327895425716E+00
  0.453702252957E-11  0.409216405588E-07  0.999999959078E+00  0.712498103296E+03  0.145344812455E+05  0.540151758543E-02  0.203993266447E+05  0.101655999233E+24  0.182731307142E+08  0.327895425710E+00
  0.459239275486E-11  0.414210517848E-07  0.999999958579E+00  0.712498103307E+03  0.145344812421E+05  0.540151758535E-02  0.203993266447E+05  0.101655999257E+24  0.182731307142E+08  0.327895425705E+00
  0.464831668241E-11  0.419254571234E-07  0.999999958075E+00  0.712498103318E+03  0.145344812386E+05  0.540151758526E-02  0.203993266447E+05  0.101655999281E+24  0.182731307142E+08  0.327895425699E+00
  0.470479984924E-11  0.424349065159E-07  0.999999957565E+00  0.712498103329E+03  0.145344812351E+05  0.540151758518E-02  0.203993266446E+05  0.101655999305E+24  0.182731307142E+08  0.327895425693E+00
  0.476184784773E-11  0.429494504028E-07  0.999999957051E+00  0.712498103341E+03  0.145344812316E+05  0.540151758509E-02  0.203993266446E+05  0.101655999330E+24  0.182731307142E+08  0.327895425688E+00
  0.481946632621E-11  0.434691397290E-07  0.999999956531E+00  0.712498103352E+03  0.145344812280E+05  0.540151758501E-02  0.203993266445E+05  0.101655999355E+24  0.182731307142E+08  0.327895425682E+00
  0.487766098947E-11  0.439940259490E-07  0.999999956006E+00  0.712498103364E+03  0.145344812244E+05  0.540151758492E-02  0.203993266445E+05  0.101655999380E+24  0.182731307142E+08  0.327895425676E+00
  0.493643759936E-11  0.445241610316E-07  0.999999955476E+00  0.712498103375E+03  0.145344812207E+05  0.540151758483E-02  0.203993266444E+05  0.101655999405E+24  0.182731307142E+08  0.327895425671E+00
  0.499580197536E-11  0.450595974655E-07  0.999999954940E+00  0.712498103387E+03  0.145344812170E+05  0.540151758474E-02  0.203993266444E+05  0.101655999431E+24  0.182731307142E+08  0.327895425665E+00
  0.505575999511E-11  0.456003882643E-07  0.999999954400E+00  0.712498103399E+03  0.145344812133E+05  0.540151758465E-02  0.203993266443E+05  0.101655999456E+24  0.182731307142E+08  0.327895425659E+00
  0.511631759506E-11  0.461465869715E-07  0.999999953853E+00  0.712498103411E+03  0.145344812096E+05  0.540151758456E-02  0.203993266443E+05  0.101655999482E+24  0.182731307142E+08  0.327895425653E+00
  0.517748077101E-11  0.466982476664E-07  0.999999953302E+00  0.712498103423E+03  0.145344812058E+05  0.540151758447E-02  0.203993266443E+05  0.101655999509E+24  0.182731307142E+08  0.327895425647E+00
  0.523925557872E-11  0.472554249687E-07  0.999999952745E+00  0.712498103435E+03  0.145344812019E+05  0.540151758438E-02  0.203993266442E+05  0.101655999535E+24  0.182731307142E+08  0.327895425641E+00
  0.530164813451E-11  0.478181740446E-07  0.999999952182E+00  0.712498103447E+03  0.145344811981E+05  0.540151758429E-02  0.203993266442E+05  0.101655999562E+24  0.182731307142E+08  0.327895425634E+00
  0.536466461585E-11  0.483865506118E-07  0.999999951613E+00  0.712498103460E+03  0.145344811941E+05  0.540151758419E-02  0.203993266441E+05  0.101655999589E+24  0.182731307142E+08  0.327895425628E+00
  0.542831126201E-11  0.489606109452E-07  0.999999951039E+00  0.712498103472E+03  0.145344811902E+05  0.540151758410E-02  0.203993266441E+05  0.101655999617E+24  0.182731307142E+08  0.327895425622E+00
  0.549259437463E-11  0.495404118826E-07  0.999999950460E+00  0.712498103485E+03  0.145344811862E+05  0.540151758400E-02  0.203993266440E+05  0.101655999644E+24  0.182731307142E+08  0.327895425616E+00
  0.555752031838E-11  0.501260108298E-07  0.999999949874E+00  0.712498103498E+03  0.145344811822E+05  0.540151758390E-02  0.203993266440E+05  0.101655999672E+24  0.182731307142E+08  0.327895425609E+00
  0.562309552156E-11  0.507174657672E-07  0.999999949283E+00  0.712498103511E+03  0.145344811781E+05  0.540151758381E-02  0.203993266439E+05  0.101655999701E+24  0.182731307142E+08  0.327895425603E+00
  0.568932647678E-11  0.513148352546E-07  0.999999948685E+00  0.712498103524E+03  0.145344811740E+05  0.540151758371E-02  0.203993266439E+05  0.101655999729E+24  0.182731307142E+08  0.327895425596E+00
  0.575621974155E-11  0.519181784374E-07  0.999999948082E+00  0.712498103537E+03  0.145344811698E+05  0.540151758361E-02  0.203993266438E+05  0.101655999758E+24  0.182731307142E+08  0.327895425589E+00
  0.582378193896E-11  0.525275550527E-07  0.999999947472E+00  0.712498103550E+03  0.145344811657E+05  0.540151758350E-02  0.203993266438E+05  0.101655999787E+24  0.182731307142E+08  0.327895425583E+00
  0.589201975835E-11  0.531430254348E-07  0.999999946857E+00  0.712498103564E+03  0.145344811614E+05  0.540151758340E-02  0.203993266437E+05  0.101655999816E+24  0.182731307142E+08  0.327895425576E+00
  0.596093995593E-11  0.537646505214E-07  0.999999946235E+00  0.712498103577E+03  0.145344811571E+05  0.540151758330E-02  0.203993266437E+05  0.101655999846E+24  0.182731307142E+08  0.327895425569E+00
  0.603054935549E-11  0.543924918595E-07  0.999999945608E+00  0.712498103591E+03  0.145344811528E+05  0.540151758320E-02  0.203993266436E+05  0.101655999876E+24  0.182731307142E+08  0.327895425562E+00
  0.610085484905E-11  0.550266116116E-07  0.999999944973E+00  0.712498103605E+03  0.145344811485E+05  0.540151758309E-02  0.203993266436E+05  0.101655999906E+24  0.182731307142E+08  0.327895425555E+00
  0.617186339754E-11  0.556670725620E-07  0.999999944333E+00  0.712498103619E+03  0.145344811441E+05  0.540151758298E-02  0.203993266435E+05  0.101655999937E+24  0.182731307142E+08  0.327895425548E+00
  0.624358203151E-11  0.563139381227E-07  0.999999943686E+00  0.712498103633E+03  0.145344811396E+05  0.540151758288E-02  0.203993266434E+05  0.101655999968E+24  0.182731307142E+08  0.327895425541E+00
  0.631601785183E-11  0.569672723396E-07  0.999999943033E+00  0.712498103648E+03  0.145344811351E+05  0.540151758277E-02  0.203993266434E+05  0.101655999999E+24  0.182731307142E+08  0.327895425534E+00
  0.638917803035E-11  0.576271398995E-07  0.999999942373E+00  0.712498103662E+03  0.145344811306E+05  0.540151758266E-02  0.203993266433E+05  0.101656000030E+24  0.182731307142E+08  0.327895425527E+00
  0.646306981065E-11  0.582936061357E-07  0.999999941706E+00  0.712498103677E+03  0.145344811260E+05  0.540151758255E-02  0.203993266433E+05  0.101656000062E+24  0.182731307142E+08  0.327895425520E+00
  0.653770050876E-11  0.589667370350E-07  0.999999941033E+00  0.712498103691E+03  0.145344811213E+05  0.540151758244E-02  0.203993266432E+05  0.101656000094E+24  0.182731307142E+08  0.327895425512E+00
  0.661307751385E-11  0.596465992441E-07  0.999999940353E+00  0.712498103706E+03  0.145344811167E+05  0.540151758232E-02  0.203993266432E+05  0.101656000127E+24  0.182731307142E+08  0.327895425505E+00
  0.668920828898E-11  0.603332600762E-07  0.999999939667E+00  0.712498103721E+03  0.145344811119E+05  0.540151758221E-02  0.203993266431E+05  0.101656000159E+24  0.182731307142E+08  0.327895425497E+00
  0.676610037187E-11  0.610267875173E-07  0.999999938973E+00  0.712498103736E+03  0.145344811072E+05  0.540151758209E-02  0.203993266430E+05  0.101656000192E+24  0.182731307142E+08  0.327895425490E+00
  0.684376137559E-11  0.617272502337E-07  0.999999938273E+00  0.712498103752E+03  0.145344811024E+05  0.540151758198E-02  0.203993266430E+05  0.101656000226E+24  0.182731307142E+08  0.327895425482E+00
  0.692219898935E-11  0.624347175781E-07  0.999999937565E+00  0.712498103767E+03  0.145344810975E+05  0.540151758186E-02  0.203993266429E+05  0.101656000260E+24  0.182731307142E+08  0.327895425474E+00
  0.700142097924E-11  0.631492595969E-07  0.999999936851E+00  0.712498103783E+03  0.145344810926E+05  0.540151758174E-02  0.203993266429E+05  0.101656000294E+24  0.182731307142E+08  0.327895425466E+00
  0.708143518903E-11  0.638709470367E-07  0.999999936129E+00  0.712498103799E+03  0.145344810876E+05  0.540151758162E-02  0.203993266428E+05  0.101656000328E+24  0.182731307142E+08  0.327895425458E+00
  0.716224954093E-11  0.645998513518E-07  0.999999935400E+00  0.712498103815E+03  0.145344810826E+05  0.540151758150E-02  0.203993266427E+05  0.101656000363E+24  0.182731307142E+08  0.327895425450E+00
  0.724387203633E-11  0.653360447110E-07  0.999999934664E+00  0.712498103831E+03  0.145344810775E+05  0.540151758138E-02  0.203993266427E+05  0.101656000398E+24  0.182731307142E+08  0.327895425442E+00
  0.732631075670E-11  0.660796000047E-07  0.999999933920E+00  0.712498103847E+03  0.145344810724E+05  0.540151758126E-02  0.203993266426E+05  0.101656000433E+24  0.182731307142E+08  0.327895425434E+00
  0.740957386426E-11  0.668305908523E-07  0.999999933169E+00  0.712498103863E+03  0.145344810672E+05  0.540151758113E-02  0.203993266426E+05  0.101656000469E+24  0.182731307142E+08  0.327895425426E+00
  0.749366960291E-11  0.675890916094E-07  0.999999932411E+00  0.712498103880E+03  0.145344810620E+05  0.540151758101E-02  0.203993266425E+05  0.101656000505E+24  0.182731307142E+08  0.327895425418E+00
  0.757860629894E-11  0.683551773750E-07  0.999999931645E+00  0.712498103897E+03  0.145344810568E+05  0.540151758088E-02  0.203993266424E+05  0.101656000542E+24  0.182731307142E+08  0.327895425409E+00
  0.766439236193E-11  0.691289239993E-07  0.999999930871E+00  0.712498103914E+03  0.145344810514E+05  0.540151758075E-02  0.203993266424E+05  0.101656000579E+24  0.182731307142E+08  0.327895425401E+00
  0.775103628554E-11  0.699104080909E-07  0.999999930090E+00  0.712498103931E+03  0.145344810460E+05  0.540151758062E-02  0.203993266423E+05  0.101656000616E+24  0.182731307142E+08  0.327895425392E+00
  0.783854664840E-11  0.706997070245E-07  0.999999929300E+00  0.712498103948E+03  0.145344810406E+05  0.540151758049E-02  0.203993266422E+05  0.101656000654E+24  0.182731307142E+08  0.327895425384E+00
  0.792693211488E-11  0.714968989485E-07  0.999999928503E+00  0.712498103966E+03  0.145344810351E+05  0.540151758036E-02  0.203993266422E+05  0.101656000692E+24  0.182731307142E+08  0.327895425375E+00
  0.801620143603E-11  0.723020627928E-07  0.999999927698E+00  0.712498103983E+03  0.145344810296E+05  0.540151758022E-02  0.203993266421E+05  0.101656000730E+24  0.182731307142E+08  0.327895425366E+00
  0.810636345039E-11  0.731152782767E-07  0.999999926885E+00  0.712498104001E+03  0.145344810240E+05  0.540151758009E-02  0.203993266420E+05  0.101656000769E+24  0.182731307142E+08  0.327895425357E+00
  0.819742708490E-11  0.739366259166E-07  0.999999926063E+00  0.712498104019E+03  0.145344810183E+05  0.540151757995E-02  0.203993266420E+05  0.101656000808E+24  0.182731307142E+08  0.327895425348E+00
