#--------------------------#
# x [m]  X_O  X_O2_1  X_O2_2  X_O2_3  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.204785192484E-11  0.500000012231E-01  0.949999988082E+00  0.994877609440E-08  0.745696224868E-09  0.894512409853E+03  0.138338617112E+05  0.349571893148E-01  0.128877117555E+06  0.674759645665E+24  0.134601083637E+08  0.368889035593E+00
  0.207833044409E-11  0.500000012413E-01  0.949999987905E+00  0.100968452269E-07  0.756794396491E-09  0.894512409744E+03  0.138338617097E+05  0.349571893190E-01  0.128877117558E+06  0.674759645753E+24  0.134601083637E+08  0.368889035568E+00
  0.210911374853E-11  0.500000012597E-01  0.949999987726E+00  0.102463950506E-07  0.768003549834E-09  0.894512409635E+03  0.138338617083E+05  0.349571893233E-01  0.128877117561E+06  0.674759645842E+24  0.134601083637E+08  0.368889035542E+00
  0.214020488601E-11  0.500000012783E-01  0.949999987545E+00  0.103974403726E-07  0.779324794712E-09  0.894512409525E+03  0.138338617068E+05  0.349571893276E-01  0.128877117565E+06  0.674759645932E+24  0.134601083637E+08  0.368889035517E+00
  0.217160693487E-11  0.500000012971E-01  0.949999987362E+00  0.105499961478E-07  0.790759252041E-09  0.894512409413E+03  0.138338617053E+05  0.349571893320E-01  0.128877117568E+06  0.674759646022E+24  0.134601083637E+08  0.368889035491E+00
  0.220332300422E-11  0.500000013160E-01  0.949999987178E+00  0.107040774808E-07  0.802308053946E-09  0.894512409301E+03  0.138338617038E+05  0.349571893364E-01  0.128877117572E+06  0.674759646113E+24  0.134601083637E+08  0.368889035465E+00
  0.223535623426E-11  0.500000013351E-01  0.949999986991E+00  0.108596996270E-07  0.813972343872E-09  0.894512409187E+03  0.138338617023E+05  0.349571893408E-01  0.128877117575E+06  0.674759646206E+24  0.134601083637E+08  0.368889035439E+00
  0.226770979661E-11  0.500000013545E-01  0.949999986803E+00  0.110168779947E-07  0.825753276701E-09  0.894512409072E+03  0.138338617008E+05  0.349571893453E-01  0.128877117579E+06  0.674759646299E+24  0.134601083637E+08  0.368889035412E+00
  0.230038689457E-11  0.500000013740E-01  0.949999986613E+00  0.111756281461E-07  0.837652018861E-09  0.894512408956E+03  0.138338616992E+05  0.349571893498E-01  0.128877117583E+06  0.674759646393E+24  0.134601083637E+08  0.368889035385E+00
  0.233339076352E-11  0.500000013937E-01  0.949999986421E+00  0.113359657989E-07  0.849669748444E-09  0.894512408839E+03  0.138338616977E+05  0.349571893544E-01  0.128877117586E+06  0.674759646489E+24  0.134601083637E+08  0.368889035358E+00
  0.236672467115E-11  0.500000014136E-01  0.949999986227E+00  0.114979068283E-07  0.861807655327E-09  0.894512408721E+03  0.138338616961E+05  0.349571893590E-01  0.128877117590E+06  0.674759646585E+24  0.134601083637E+08  0.368889035331E+00
  0.240039191787E-11  0.500000014337E-01  0.949999986031E+00  0.116614672679E-07  0.874066941281E-09  0.894512408602E+03  0.138338616945E+05  0.349571893637E-01  0.128877117594E+06  0.674759646682E+24  0.134601083637E+08  0.368889035303E+00
  0.243439583704E-11  0.500000014540E-01  0.949999985833E+00  0.118266633120E-07  0.886448820098E-09  0.894512408481E+03  0.138338616929E+05  0.349571893684E-01  0.128877117598E+06  0.674759646780E+24  0.134601083637E+08  0.368889035275E+00
  0.246873979542E-11  0.500000014745E-01  0.949999985633E+00  0.119935113164E-07  0.898954517705E-09  0.894512408359E+03  0.138338616913E+05  0.349571893732E-01  0.128877117601E+06  0.674759646879E+24  0.134601083637E+08  0.368889035247E+00
  0.250342719337E-11  0.500000014952E-01  0.949999985431E+00  0.121620278009E-07  0.911585272292E-09  0.894512408236E+03  0.138338616897E+05  0.349571893780E-01  0.128877117605E+06  0.674759646979E+24  0.134601083637E+08  0.368889035218E+00
  0.253846146530E-11  0.500000015162E-01  0.949999985227E+00  0.123322294502E-07  0.924342334428E-09  0.894512408112E+03  0.138338616880E+05  0.349571893828E-01  0.128877117609E+06  0.674759647080E+24  0.134601083637E+08  0.368889035190E+00
  0.257384607996E-11  0.500000015373E-01  0.949999985021E+00  0.125041331159E-07  0.937226967188E-09  0.894512407986E+03  0.138338616863E+05  0.349571893877E-01  0.128877117613E+06  0.674759647182E+24  0.134601083637E+08  0.368889035160E+00
  0.260958454076E-11  0.500000015586E-01  0.949999984813E+00  0.126777558184E-07  0.950240446279E-09  0.894512407859E+03  0.138338616847E+05  0.349571893927E-01  0.128877117617E+06  0.674759647285E+24  0.134601083637E+08  0.368889035131E+00
  0.264568038616E-11  0.500000015802E-01  0.949999984603E+00  0.128531147478E-07  0.963384060164E-09  0.894512407731E+03  0.138338616829E+05  0.349571893977E-01  0.128877117621E+06  0.674759647389E+24  0.134601083637E+08  0.368889035101E+00
  0.268213719002E-11  0.500000016020E-01  0.949999984391E+00  0.130302272665E-07  0.976659110192E-09  0.894512407602E+03  0.138338616812E+05  0.349571894027E-01  0.128877117625E+06  0.674759647494E+24  0.134601083637E+08  0.368889035071E+00
  0.271895856193E-11  0.500000016240E-01  0.949999984177E+00  0.132091109103E-07  0.990066910723E-09  0.894512407471E+03  0.138338616795E+05  0.349571894079E-01  0.128877117629E+06  0.674759647600E+24  0.134601083637E+08  0.368889035041E+00
  0.275614814754E-11  0.500000016462E-01  0.949999983960E+00  0.133897833906E-07  0.100360878926E-08  0.894512407339E+03  0.138338616777E+05  0.349571894130E-01  0.128877117633E+06  0.674759647707E+24  0.134601083637E+08  0.368889035011E+00
  0.279370962902E-11  0.500000016686E-01  0.949999983742E+00  0.135722625956E-07  0.101728608659E-08  0.894512407206E+03  0.138338616760E+05  0.349571894182E-01  0.128877117637E+06  0.674759647816E+24  0.134601083637E+08  0.368889034980E+00
  0.283164672531E-11  0.500000016913E-01  0.949999983521E+00  0.137565665927E-07  0.103110015690E-08  0.894512407071E+03  0.138338616742E+05  0.349571894235E-01  0.128877117642E+06  0.674759647925E+24  0.134601083637E+08  0.368889034949E+00
  0.286996319256E-11  0.500000017142E-01  0.949999983298E+00  0.139427136298E-07  0.104505236791E-08  0.894512406935E+03  0.138338616724E+05  0.349571894288E-01  0.128877117646E+06  0.674759648036E+24  0.134601083637E+08  0.368889034917E+00
  0.290866282449E-11  0.500000017373E-01  0.949999983073E+00  0.141307221371E-07  0.105914410104E-08  0.894512406798E+03  0.138338616705E+05  0.349571894342E-01  0.128877117650E+06  0.674759648147E+24  0.134601083637E+08  0.368889034885E+00
  0.294774945273E-11  0.500000017606E-01  0.949999982845E+00  0.143206107296E-07  0.107337675150E-08  0.894512406659E+03  0.138338616687E+05  0.349571894396E-01  0.128877117655E+06  0.674759648260E+24  0.134601083637E+08  0.368889034853E+00
  0.298722694726E-11  0.500000017842E-01  0.949999982616E+00  0.145123982079E-07  0.108775172847E-08  0.894512406519E+03  0.138338616668E+05  0.349571894451E-01  0.128877117659E+06  0.674759648374E+24  0.134601083637E+08  0.368889034821E+00
  0.302709921673E-11  0.500000018080E-01  0.949999982384E+00  0.147061035610E-07  0.110227045521E-08  0.894512406378E+03  0.138338616649E+05  0.349571894506E-01  0.128877117663E+06  0.674759648489E+24  0.134601083637E+08  0.368889034788E+00
  0.306737020890E-11  0.500000018321E-01  0.949999982149E+00  0.149017459676E-07  0.111693436923E-08  0.894512406235E+03  0.138338616630E+05  0.349571894562E-01  0.128877117668E+06  0.674759648605E+24  0.134601083637E+08  0.368889034755E+00
  0.310804391099E-11  0.500000018564E-01  0.949999981913E+00  0.150993447982E-07  0.113174492239E-08  0.894512406091E+03  0.138338616611E+05  0.349571894618E-01  0.128877117672E+06  0.674759648722E+24  0.134601083637E+08  0.368889034722E+00
  0.314912435010E-11  0.500000018809E-01  0.949999981673E+00  0.152989196171E-07  0.114670358108E-08  0.894512405945E+03  0.138338616592E+05  0.349571894675E-01  0.128877117677E+06  0.674759648840E+24  0.134601083637E+08  0.368889034688E+00
  0.319061559360E-11  0.500000019057E-01  0.949999981432E+00  0.155004901842E-07  0.116181182637E-08  0.894512405798E+03  0.138338616572E+05  0.349571894733E-01  0.128877117681E+06  0.674759648960E+24  0.134601083637E+08  0.368889034654E+00
  0.323252174954E-11  0.500000019307E-01  0.949999981188E+00  0.157040764569E-07  0.117707115411E-08  0.894512405649E+03  0.138338616552E+05  0.349571894791E-01  0.128877117686E+06  0.674759649081E+24  0.134601083637E+08  0.368889034619E+00
  0.327484696703E-11  0.500000019560E-01  0.949999980942E+00  0.159096985924E-07  0.119248307514E-08  0.894512405499E+03  0.138338616532E+05  0.349571894849E-01  0.128877117691E+06  0.674759649203E+24  0.134601083637E+08  0.368889034584E+00
  0.331759543670E-11  0.500000019815E-01  0.949999980693E+00  0.161173769491E-07  0.120804911538E-08  0.894512405347E+03  0.138338616512E+05  0.349571894909E-01  0.128877117696E+06  0.674759649326E+24  0.134601083637E+08  0.368889034549E+00
  0.336077139107E-11  0.500000020073E-01  0.949999980442E+00  0.163271320894E-07  0.122377081603E-08  0.894512405194E+03  0.138338616492E+05  0.349571894968E-01  0.128877117700E+06  0.674759649451E+24  0.134601083637E+08  0.368889034514E+00
  0.340437910498E-11  0.500000020334E-01  0.949999980188E+00  0.165389847811E-07  0.123964973368E-08  0.894512405039E+03  0.138338616471E+05  0.349571895029E-01  0.128877117705E+06  0.674759649576E+24  0.134601083637E+08  0.368889034478E+00
  0.344842289603E-11  0.500000020597E-01  0.949999979932E+00  0.167529559996E-07  0.125568744053E-08  0.894512404883E+03  0.138338616451E+05  0.349571895090E-01  0.128877117710E+06  0.674759649703E+24  0.134601083637E+08  0.368889034442E+00
  0.349290712499E-11  0.500000020862E-01  0.949999979673E+00  0.169690669303E-07  0.127188552444E-08  0.894512404725E+03  0.138338616430E+05  0.349571895152E-01  0.128877117715E+06  0.674759649832E+24  0.134601083637E+08  0.368889034405E+00
  0.353783619624E-11  0.500000021131E-01  0.949999979411E+00  0.171873389703E-07  0.128824558920E-08  0.894512404566E+03  0.138338616408E+05  0.349571895214E-01  0.128877117720E+06  0.674759649961E+24  0.134601083637E+08  0.368889034368E+00
  0.358321455820E-11  0.500000021402E-01  0.949999979147E+00  0.174077937307E-07  0.130476925461E-08  0.894512404405E+03  0.138338616387E+05  0.349571895277E-01  0.128877117725E+06  0.674759650092E+24  0.134601083637E+08  0.368889034331E+00
  0.362904670378E-11  0.500000021675E-01  0.949999978881E+00  0.176304530386E-07  0.132145815668E-08  0.894512404242E+03  0.138338616365E+05  0.349571895340E-01  0.128877117730E+06  0.674759650224E+24  0.134601083637E+08  0.368889034293E+00
  0.367533717082E-11  0.500000021952E-01  0.949999978611E+00  0.178553389396E-07  0.133831394777E-08  0.894512404078E+03  0.138338616343E+05  0.349571895405E-01  0.128877117735E+06  0.674759650358E+24  0.134601083637E+08  0.368889034255E+00
  0.372209054253E-11  0.500000022231E-01  0.949999978339E+00  0.180824736995E-07  0.135533829679E-08  0.894512403912E+03  0.138338616321E+05  0.349571895470E-01  0.128877117740E+06  0.674759650492E+24  0.134601083637E+08  0.368889034217E+00
  0.376931144796E-11  0.500000022513E-01  0.949999978064E+00  0.183118798070E-07  0.137253288930E-08  0.894512403744E+03  0.138338616299E+05  0.349571895535E-01  0.128877117746E+06  0.674759650629E+24  0.134601083637E+08  0.368889034178E+00
  0.381700456244E-11  0.500000022798E-01  0.949999977787E+00  0.185435799756E-07  0.138989942773E-08  0.894512403575E+03  0.138338616277E+05  0.349571895601E-01  0.128877117751E+06  0.674759650766E+24  0.134601083637E+08  0.368889034139E+00
  0.386517460806E-11  0.500000023086E-01  0.949999977506E+00  0.187775971458E-07  0.140743963156E-08  0.894512403404E+03  0.138338616254E+05  0.349571895668E-01  0.128877117756E+06  0.674759650905E+24  0.134601083637E+08  0.368889034099E+00
  0.391382635414E-11  0.500000023376E-01  0.949999977223E+00  0.190139544877E-07  0.142515523744E-08  0.894512403232E+03  0.138338616231E+05  0.349571895735E-01  0.128877117762E+06  0.674759651045E+24  0.134601083637E+08  0.368889034059E+00
  0.396296461768E-11  0.500000023670E-01  0.949999976937E+00  0.192526754029E-07  0.144304799938E-08  0.894512403057E+03  0.138338616208E+05  0.349571895804E-01  0.128877117767E+06  0.674759651187E+24  0.134601083637E+08  0.368889034019E+00
  0.401259426386E-11  0.500000023966E-01  0.949999976648E+00  0.194937835273E-07  0.146111968894E-08  0.894512402881E+03  0.138338616184E+05  0.349571895872E-01  0.128877117773E+06  0.674759651330E+24  0.134601083637E+08  0.368889033978E+00
  0.406272020650E-11  0.500000024266E-01  0.949999976357E+00  0.197373027329E-07  0.147937209541E-08  0.894512402703E+03  0.138338616161E+05  0.349571895942E-01  0.128877117778E+06  0.674759651475E+24  0.134601083637E+08  0.368889033937E+00
  0.411334740856E-11  0.500000024568E-01  0.949999976062E+00  0.199832571305E-07  0.149780702594E-08  0.894512402524E+03  0.138338616137E+05  0.349571896012E-01  0.128877117784E+06  0.674759651621E+24  0.134601083637E+08  0.368889033896E+00
  0.416448088265E-11  0.500000024873E-01  0.949999975765E+00  0.202316710720E-07  0.151642630579E-08  0.894512402342E+03  0.138338616113E+05  0.349571896083E-01  0.128877117790E+06  0.674759651768E+24  0.134601083637E+08  0.368889033853E+00
  0.421612569147E-11  0.500000025182E-01  0.949999975464E+00  0.204825691529E-07  0.153523177845E-08  0.894512402159E+03  0.138338616088E+05  0.349571896155E-01  0.128877117795E+06  0.674759651917E+24  0.134601083637E+08  0.368889033811E+00
  0.426828694839E-11  0.500000025493E-01  0.949999975160E+00  0.207359762146E-07  0.155422530583E-08  0.894512401974E+03  0.138338616064E+05  0.349571896227E-01  0.128877117801E+06  0.674759652067E+24  0.134601083637E+08  0.368889033768E+00
  0.432096981787E-11  0.500000025808E-01  0.949999974854E+00  0.209919173468E-07  0.157340876850E-08  0.894512401787E+03  0.138338616039E+05  0.349571896300E-01  0.128877117807E+06  0.674759652219E+24  0.134601083637E+08  0.368889033725E+00
  0.437417951605E-11  0.500000026126E-01  0.949999974544E+00  0.212504178903E-07  0.159278406580E-08  0.894512401598E+03  0.138338616014E+05  0.349571896374E-01  0.128877117813E+06  0.674759652373E+24  0.134601083637E+08  0.368889033681E+00
  0.442792131121E-11  0.500000026447E-01  0.949999974231E+00  0.215115034393E-07  0.161235311609E-08  0.894512401407E+03  0.138338615988E+05  0.349571896448E-01  0.128877117819E+06  0.674759652528E+24  0.134601083637E+08  0.368889033637E+00
  0.448220052432E-11  0.500000026771E-01  0.949999973916E+00  0.217751998436E-07  0.163211785688E-08  0.894512401215E+03  0.138338615963E+05  0.349571896524E-01  0.128877117825E+06  0.674759652684E+24  0.134601083637E+08  0.368889033592E+00
  0.453702252957E-11  0.500000027099E-01  0.949999973597E+00  0.220415332120E-07  0.165208024509E-08  0.894512401020E+03  0.138338615937E+05  0.349571896600E-01  0.128877117831E+06  0.674759652842E+24  0.134601083637E+08  0.368889033547E+00
  0.459239275486E-11  0.500000027429E-01  0.949999973274E+00  0.223105299140E-07  0.167224225718E-08  0.894512400824E+03  0.138338615911E+05  0.349571896676E-01  0.128877117837E+06  0.674759653002E+24  0.134601083637E+08  0.368889033502E+00
  0.464831668241E-11  0.500000027763E-01  0.949999972949E+00  0.225822165830E-07  0.169260588941E-08  0.894512400625E+03  0.138338615884E+05  0.349571896754E-01  0.128877117843E+06  0.674759653163E+24  0.134601083637E+08  0.368889033456E+00
  0.470479984924E-11  0.500000028101E-01  0.949999972620E+00  0.228566201186E-07  0.171317315797E-08  0.894512400425E+03  0.138338615858E+05  0.349571896832E-01  0.128877117849E+06  0.674759653326E+24  0.134601083637E+08  0.368889033410E+00
  0.476184784773E-11  0.500000028441E-01  0.949999972288E+00  0.231337676895E-07  0.173394609922E-08  0.894512400223E+03  0.138338615831E+05  0.349571896911E-01  0.128877117856E+06  0.674759653490E+24  0.134601083637E+08  0.368889033363E+00
  0.481946632621E-11  0.500000028785E-01  0.949999971953E+00  0.234136867361E-07  0.175492676989E-08  0.894512400018E+03  0.138338615803E+05  0.349571896991E-01  0.128877117862E+06  0.674759653656E+24  0.134601083637E+08  0.368889033315E+00
  0.487766098947E-11  0.500000029133E-01  0.949999971614E+00  0.236964049731E-07  0.177611724728E-08  0.894512399812E+03  0.138338615776E+05  0.349571897072E-01  0.128877117869E+06  0.674759653824E+24  0.134601083637E+08  0.368889033268E+00
  0.493643759936E-11  0.500000029484E-01  0.949999971272E+00  0.239819503924E-07  0.179751962945E-08  0.894512399603E+03  0.138338615748E+05  0.349571897153E-01  0.128877117875E+06  0.674759653994E+24  0.134601083637E+08  0.368889033219E+00
  0.499580197536E-11  0.500000029839E-01  0.949999970927E+00  0.242703512658E-07  0.181913603545E-08  0.894512399392E+03  0.138338615720E+05  0.349571897236E-01  0.128877117882E+06  0.674759654165E+24  0.134601083637E+08  0.368889033170E+00
  0.505575999511E-11  0.500000030197E-01  0.949999970578E+00  0.245616361480E-07  0.184096860551E-08  0.894512399180E+03  0.138338615692E+05  0.349571897319E-01  0.128877117888E+06  0.674759654338E+24  0.134601083637E+08  0.368889033121E+00
  0.511631759506E-11  0.500000030558E-01  0.949999970225E+00  0.248558338788E-07  0.186301950129E-08  0.894512398965E+03  0.138338615663E+05  0.349571897403E-01  0.128877117895E+06  0.674759654512E+24  0.134601083637E+08  0.368889033071E+00
  0.517748077101E-11  0.500000030924E-01  0.949999969869E+00  0.251529735870E-07  0.188529090604E-08  0.894512398748E+03  0.138338615634E+05  0.349571897488E-01  0.128877117902E+06  0.674759654689E+24  0.134601083637E+08  0.368889033021E+00
  0.523925557872E-11  0.500000031293E-01  0.949999969510E+00  0.254530846922E-07  0.190778502484E-08  0.894512398529E+03  0.138338615605E+05  0.349571897573E-01  0.128877117909E+06  0.674759654867E+24  0.134601083637E+08  0.368889032970E+00
  0.530164813451E-11  0.500000031665E-01  0.949999969147E+00  0.257561969083E-07  0.193050408484E-08  0.894512398307E+03  0.138338615576E+05  0.349571897660E-01  0.128877117916E+06  0.674759655047E+24  0.134601083637E+08  0.368889032919E+00
  0.536466461585E-11  0.500000032042E-01  0.949999968780E+00  0.260623402466E-07  0.195345033545E-08  0.894512398084E+03  0.138338615546E+05  0.349571897747E-01  0.128877117923E+06  0.674759655228E+24  0.134601083637E+08  0.368889032867E+00
